"File Path: C:\Users\Administrator\Desktop\BME_labs\2026\Group 2\G2_Sample_A5 26-03-2026 17 14 51\DAQ- Time, … - (Timed).csv   
Test: Solution
Test Run: G2_Sample_A5
Date: 26/03/2026 17:13:44

"
"cycle_nb","Time ","Axial Force ","Axial Displacement "
"cycle_nb","sec","N","mm"
"1","13.439453125","-67.7521057128906","-0.0406023864343297"
"1","13.44921875","-67.7460021972656","-0.0407463303417899"
"1","13.458984375","-66.4176864624023","-0.0402170408051461"
"1","13.46875","-64.1828460693359","-0.0398647789552342"
"1","13.478515625","-62.5256462097168","-0.0394704948121216"
"1","13.48828125","-61.9010963439941","-0.0388616317650303"
"1","13.498046875","-61.8259925842285","-0.0389367341995239"
"1","13.5078125","-61.9456024169922","-0.0388973967346828"
"1","13.517578125","-61.2906951904297","-0.0391423709515948"
"1","13.52734375","-59.2830772399902","-0.0380158417101484"
"1","13.537109375","-56.9607162475586","-0.0376135103579145"
"1","13.546875","-55.6202697753906","-0.0371843561879359"
"1","13.556640625","-56.0391540527344","-0.0371378664567601"
"1","13.56640625","-56.0800018310547","-0.0369000445061829"
"1","13.576171875","-55.539665222168","-0.0363171093340497"
"1","13.5859375","-53.9762153625488","-0.0365173800673801"
"1","13.595703125","-52.2219085693359","-0.0358387842425145"
"1","13.60546875","-51.0817222595215","-0.0352817769453395"
"1","13.615234375","-50.0846672058105","-0.0356286764144897"
"1","13.625","-50.0488739013672","-0.034622848033905"
"1","13.634765625","-50.4519348144531","-0.0345709922839887"
"1","13.64453125","-49.5859146118164","-0.0348052381013986"
"1","13.654296875","-47.8845520019531","-0.034006832720479"
"1","13.6640625","-46.3184928894043","-0.0337716919602826"
"1","13.673828125","-45.5950126647949","-0.0331172341248021"
"1","13.68359375","-46.0702362060547","-0.0328856694977731"
"1","13.693359375","-45.6849174499512","-0.0332182644342538"
"1","13.703125","-44.6202239990234","-0.0318780548695941"
"1","13.712890625","-43.4674606323242","-0.0321203478961252"
"1","13.72265625","-41.9766426086426","-0.0315758588840254"
"1","13.732421875","-40.8480453491211","-0.0318548081850167"
"1","13.7421875","-40.363655090332","-0.031290648621507"
"1","13.751953125","-40.489875793457","-0.0316697369271424"
"1","13.76171875","-40.2910423278809","-0.0310608738800511"
"1","13.771484375","-39.4484634399414","-0.0306335095956456"
"1","13.78125","-37.9145889282227","-0.0301408763334621"
"1","13.791015625","-36.4139747619629","-0.0290223961201264"
"1","13.80078125","-35.5431518554688","-0.029294193154783"
"1","13.810546875","-35.3804588317871","-0.0295686713798204"
"1","13.8203125","-35.7408676147461","-0.0288650389848044"
"1","13.830078125","-35.312427520752","-0.0286880131170619"
"1","13.83984375","-33.6771850585938","-0.0282678010989912"
"1","13.849609375","-32.041862487793","-0.0275409220193978"
"1","13.859375","-31.4307403564453","-0.0271707776846597"
"1","13.869140625","-30.7966213226318","-0.0269812353508314"
"1","13.87890625","-31.1437149047852","-0.0267237428488443"
"1","13.888671875","-31.8524208068848","-0.0269544125330867"
"1","13.8984375","-30.6352825164795","-0.0266638398898067"
"1","13.908203125","-28.8640480041504","-0.0258815289271297"
"1","13.91796875","-27.5891056060791","-0.0259199732681736"
"1","13.927734375","-27.2547073364258","-0.0250697139563272"
"1","13.9375","-27.687198638916","-0.0252270692726597"
"1","13.947265625","-27.6995906829834","-0.0247934458457166"
"1","13.95703125","-27.2278575897217","-0.0248944761551684"
