"File Path: C:\Users\Administrator\Desktop\BME_labs\2026\Group 2\G2_Sample_2 26-03-2026 17 42 26\DAQ- Time, … - (Timed).csv   
Test: Solution
Test Run: G2_Sample_2
Date: 26/03/2026 17:34:52

"
"cycle_nb","Time ","Axial Force ","Axial Displacement "
"cycle_nb","sec","N","mm"
"1","9.7822265625","-52.2895240783691","-0.0476431850984227"
"1","9.7919921875","-52.6897201538086","-0.0467419631604571"
"1","9.8017578125","-52.417350769043","-0.0465810298919678"
"1","9.8115234375","-51.2943267822266","-0.046007931814529"
"1","9.8212890625","-49.6634178161621","-0.0461179006379098"
"1","9.8310546875","-48.2628707885742","-0.0456690795545001"
"1","9.8408203125","-47.5858116149902","-0.0455510598840192"
"1","9.8505859375","-47.8561820983887","-0.0452551248599775"
"1","9.8603515625","-48.7218780517578","-0.0452435015176889"
"1","9.8701171875","-47.5999641418457","-0.0442671771452297"
"1","9.8798828125","-45.9043998718262","-0.0446856029157061"
"1","9.8896484375","-44.409740447998","-0.0438675269833766"
"1","9.8994140625","-43.7085266113281","-0.0438183560618199"
"1","9.9091796875","-43.2862319946289","-0.0436243426520377"
"1","9.9189453125","-43.6852073669434","-0.0419542193412781"
"1","9.9287109375","-43.5400352478027","-0.0424602621933445"
"1","9.9384765625","-42.5410346984863","-0.0420758115069475"
"1","9.9482421875","-41.0652198791504","-0.0417825576732866"
"1","9.9580078125","-39.9222068786621","-0.0415286413044669"
"1","9.9677734375","-40.0965957641602","-0.0413203233620152"
"1","9.9775390625","-40.5114288330078","-0.0413399939134251"
"1","9.9873046875","-40.0332145690918","-0.0412237641285174"
"1","9.9970703125","-38.8764953613281","-0.0406774888688233"
"1","10.0068359375","-37.6575584411621","-0.040142833313439"
"1","10.0166015625","-36.0826568603516","-0.0387829531973694"
"1","10.0263671875","-35.7719230651855","-0.0392416113754734"
"1","10.0361328125","-36.0250854492188","-0.0391691937693395"
"1","10.0458984375","-36.0111427307129","-0.0387668624171056"
"1","10.0556640625","-36.2624740600586","-0.0384673476219177"
"1","10.0654296875","-35.0756645202637","-0.037874578993069"
"1","10.0751953125","-33.3059539794922","-0.0374525770894252"
"1","10.0849609375","-32.8999900817871","-0.0378110999008641"
"1","10.0947265625","-32.7722206115723","-0.0377529868273996"
"1","10.1044921875","-33.017463684082","-0.0368115288438275"
"1","10.1142578125","-32.5631904602051","-0.0369241824955679"
"1","10.1240234375","-31.644702911377","-0.0364941370207816"
"1","10.1337890625","-30.4739036560059","-0.0361400852852967"
"1","10.1435546875","-29.816385269165","-0.0359058394678868"
"1","10.1533203125","-29.5688400268555","-0.0352299211954232"
"1","10.1630859375","-29.6431865692139","-0.0346720225934405"
"1","10.1728515625","-29.7768783569336","-0.0342929379257839"
"1","10.1826171875","-29.2812995910645","-0.0343698266078718"
"1","10.1923828125","-28.2419013977051","-0.0341105478582904"
"1","10.2021484375","-27.1756801605225","-0.0335445984092075"
"1","10.2119140625","-26.7686138153076","-0.033722521038726"
"1","10.2216796875","-26.9324378967285","-0.0333255520672537"
"1","10.2314453125","-27.1253757476807","-0.0327372545143589"
"1","10.2412109375","-27.4210052490234","-0.0326755653077271"
"1","10.2509765625","-26.4595603942871","-0.0321999177685939"
"1","10.2607421875","-24.9741744995117","-0.0321355473715812"
"1","10.2705078125","-24.7708854675293","-0.0313720120175276"
"1","10.2802734375","-24.7732448577881","-0.030962528398959"
"1","10.2900390625","-25.1503620147705","-0.031262039556168"
"1","10.2998046875","-25.3347206115723","-0.0311413423332851"
"1","10.3095703125","-25.0109996795654","-0.0307622540276498"
"1","10.3193359375","-23.7946166992188","-0.0300309056910919"
"1","10.3291015625","-22.5452518463135","-0.0298199065582594"
"1","10.3388671875","-22.2366027832031","-0.0292557469947496"
